,classificationcode,exp,opexpperpart,opexpperteam,partic,rev,PC1,PC2,university,gender
226,12,92963.0,1605.0,33705.0,21.0,92963.0,-0.8277005683801935,0.5309290098301228,Albany Technical College,men
227,12,78350.0,2697.0,29667.0,11.0,78350.0,-0.9085349829015386,-0.8324001485339673,Albany Technical College,women
230,7,60463.0,2185.0,37151.0,17.0,60463.0,-0.5867544721081221,0.42399431750956734,Albertus Magnus College,men
231,7,49713.0,1777.0,33759.0,19.0,49713.0,-0.588418476034013,0.69981873106301,Albertus Magnus College,women
246,6,232025.0,1696.0,49170.0,29.0,232025.0,-0.3229472264316021,2.1271970182153805,Albion College,men
247,6,151016.0,1762.0,38766.0,22.0,151016.0,-0.44444807961647254,1.184933269806342,Albion College,women
274,6,144397.0,2837.0,42550.0,15.0,144397.0,-0.4822192409882839,0.22719363878233326,Albright College,men
275,6,138513.0,2978.0,41692.0,14.0,138513.0,-0.49259437505817777,0.09115482215386692,Albright College,women
302,2,465614.0,7839.0,109746.0,14.0,465614.0,0.11506352461230204,0.3697074607971571,Alcorn State University,men
303,2,337965.0,6939.0,104079.0,15.0,337965.0,0.027275455013782535,0.5237207971403885,Alcorn State University,women
324,4,434660.0,1195.0,43014.0,36.0,441931.0,-0.05889653887687782,3.2386765364730064,Alderson Broaddus University,men
325,4,290813.0,1584.0,36427.0,23.0,291217.0,-0.25758503878799777,1.4846199467109533,Alderson Broaddus University,women
344,6,154347.0,2810.0,44963.0,16.0,154347.0,-0.4647643182728174,0.36188899915400563,Alfred University,men
345,6,121736.0,2634.0,28979.0,11.0,121736.0,-0.5558495951168699,-0.31056030510698945,Alfred University,women
374,10,97165.0,1458.0,24784.0,17.0,98026.0,-0.768022106808077,0.16458827192966957,Alice Lloyd College,men
375,10,77748.0,1692.0,22000.0,13.0,80296.0,-0.8136121280646866,-0.37816003809000154,Alice Lloyd College,women
388,17,45991.0,2751.0,30259.0,11.0,53975.0,-1.1986630497286113,-1.268077973969053,Allan Hancock College,men
389,17,31455.0,1329.0,14623.0,11.0,34624.0,-1.2631938827154476,-1.255035505024573,Allan Hancock College,women
408,13,30249.0,903.0,16248.0,18.0,30249.0,-0.9859812984489542,0.04888787217788273,Allegany College of Maryland,men
409,13,19282.0,975.0,10729.0,11.0,19282.0,-1.0628618256924427,-0.9006974010539938,Allegany College of Maryland,women
424,6,177567.0,2777.0,47206.0,17.0,177567.0,-0.4406345591329139,0.49543934465780537,Allegheny College,men
425,6,167007.0,2762.0,52479.0,19.0,167007.0,-0.42038185758195196,0.7672954055575931,Allegheny College,women
446,12,90939.0,2691.0,37678.0,14.0,90939.0,-0.862494143967371,-0.4273312305417014,Allen County Community College,men
447,12,75503.0,2798.0,30775.0,11.0,75503.0,-0.9060929032839009,-0.8329523025805312,Allen County Community College,women
458,10,161366.0,2326.0,32565.0,14.0,161366.0,-0.7302575981178916,-0.25552896936445696,Allen University,men
459,10,179203.0,1469.0,24965.0,17.0,179203.0,-0.724016908953325,0.1570436320558958,Allen University,women
468,6,227041.0,3731.0,93278.0,25.0,227041.0,-0.25065207376846804,1.5638152568223633,Alma College,men
469,6,177332.0,2769.0,58159.0,21.0,177332.0,-0.38790612237854033,1.0370366711584096,Alma College,women
494,13,84442.0,1609.0,22524.0,14.0,84442.0,-0.9685315078499386,-0.5049896674329791,Alpena Community College,men
495,13,63043.0,1871.0,20584.0,11.0,63043.0,-1.0044223933569627,-0.9119049594992473,Alpena Community College,women
506,7,72191.0,1806.0,37928.0,21.0,72191.0,-0.5511944550100675,0.9685911339899557,Alvernia University,men
507,7,71816.0,2039.0,34661.0,17.0,77250.0,-0.5865885675465929,0.42398497656506795,Alvernia University,women
530,4,582505.0,1980.0,31677.0,16.0,582505.0,-0.16485897977463582,0.5053106156932535,American International College,men
531,4,590210.0,2574.0,33461.0,13.0,590210.0,-0.17212863968252953,0.09305200294663754,American International College,women
556,17,109169.0,2365.0,28384.0,12.0,109169.0,-1.1691513865504986,-1.1348422989239642,American River College,men
557,17,104021.0,2005.0,30075.0,15.0,104021.0,-1.1500136249137625,-0.7248639134451963,American River College,women
580,3,1999512.0,18507.0,277606.0,15.0,1999512.0,1.378341545283016,0.18289940300011034,American University,men
581,3,1650501.0,14231.0,227691.0,16.0,1650501.0,1.029812648091511,0.3855923762909089,American University,women
594,8,90570.0,80.0,1526.0,19.0,90570.0,-0.7085754808962054,0.6246565310940186,American University of Puerto Rico,men
595,8,22720.0,75.0,601.0,8.0,22720.0,-0.847630420753666,-0.8636173915061508,American University of Puerto Rico,women
608,6,339362.0,2433.0,46223.0,19.0,339362.0,-0.3454313359560394,0.7546775543017269,Amherst College,men
609,6,312331.0,9199.0,128781.0,14.0,312331.0,-0.1285430508944869,0.0218273694709278,Amherst College,women
636,5,458611.0,2725.0,46325.0,17.0,484948.0,-0.2326031041747624,0.5562994510844098,Anderson University,men
637,5,446238.0,2678.0,48201.0,18.0,463300.0,-0.23024992213016596,0.693777639923811,Anderson University,women
652,6,166962.0,2471.0,39540.0,16.0,200428.0,-0.46674423921944186,0.3618773441831984,Anderson University,men
653,6,94601.0,2881.0,31689.0,11.0,93549.0,-0.5608376885968427,-0.3100084040148259,Anderson University,women
670,12,0.0,0.0,0.0,0.0,0.0,-1.1574958449054298,-2.2982098846433447,Andrew College,men
671,12,96347.0,1032.0,15475.0,15.0,159343.0,-0.9079322288452026,-0.281444820476124,Andrew College,women
680,20,38111.0,1127.0,16900.0,15.0,38101.0,-1.3907513984274245,-0.9737870476411322,Andrews University,men
681,20,36100.0,1127.0,16900.0,15.0,36323.0,-1.3917724004602863,-0.9736165404598593,Andrews University,women
686,12,266479.0,910.0,10009.0,11.0,266479.0,-0.8784961092057122,-0.8352047890346059,Angelina College,men
687,12,276812.0,727.0,7997.0,11.0,276812.0,-0.8801730351806174,-0.8346762311540777,Angelina College,women
696,4,593250.0,4790.0,100584.0,21.0,593726.0,0.05330886894847875,1.154185251835958,Angelo State University,men
697,4,475670.0,5381.0,75332.0,14.0,469618.0,-0.09884379995181222,0.215151916284256,Angelo State University,women
710,6,69099.0,1411.0,23994.0,17.0,69099.0,-0.5640197363306929,0.51782656856473,Anna Maria College,men
711,6,51194.0,1338.0,20073.0,15.0,51194.0,-0.5994567467397566,0.24885758682790862,Anna Maria College,women
730,14,17820.0,762.0,9146.0,12.0,20286.0,-1.116470976849005,-0.8507978370165621,Anne Arundel Community College,men
731,14,22427.0,1181.0,9447.0,8.0,23282.0,-1.1411684460606846,-1.397233339408643,Anne Arundel Community College,women
746,14,62938.0,2340.0,35094.0,15.0,62938.0,-0.9907468121654621,-0.4614006294025672,Anoka-Ramsey Community College,men
747,14,81848.0,4008.0,52098.0,13.0,81848.0,-0.9356788033067058,-0.74806485693228,Anoka-Ramsey Community College,women
756,17,106966.0,1920.0,24958.0,13.0,106966.0,-1.1763912830324972,-0.9954477178670076,Antelope Valley College,men
757,17,50282.0,809.0,11328.0,14.0,50282.0,-1.2429976850511708,-0.8451943930941378,Antelope Valley College,women
776,16,11050.0,946.0,7567.0,8.0,11050.0,-1.2662701307596493,-1.5694815925824077,Appalachian Bible College,men
777,16,0.0,0.0,0.0,0.0,0.0,-1.3788661283530494,-2.6484078761072705,Appalachian Bible College,women
786,1,1706179.0,29040.0,464645.0,16.0,1706179.0,1.8601916257236182,0.4229871073299491,Appalachian State University,men
787,1,1463982.0,21780.0,370262.0,17.0,1463982.0,1.4343040177304482,0.6420500762554616,Appalachian State University,women
806,10,240179.0,4282.0,51386.0,12.0,267226.0,-0.6282595662234416,-0.5512689111241382,Aquinas College,men
807,10,241857.0,3975.0,59619.0,15.0,231257.0,-0.602613712726585,-0.14129100060033206,Aquinas College,women
830,7,118009.0,1743.0,26149.0,15.0,118009.0,-0.6009584082662113,0.1516512340701914,Arcadia University,men
831,7,116013.0,1940.0,25215.0,13.0,116013.0,-0.6173108830396326,-0.12094682364805344,Arcadia University,women
854,9,280162.0,3520.0,66880.0,19.0,280162.0,-0.4875085108552987,0.4871097397459384,Arizona Christian University,men
855,9,235186.0,3458.0,55328.0,16.0,235186.0,-0.557572431500749,0.0860536802803369,Arizona Christian University,women
876,1,6581872.0,75374.0,1205988.0,16.0,7693224.0,6.850229483433518,-0.5002492113854303,Arizona State University-Tempe,men
877,1,3724553.0,18567.0,835499.0,45.0,797215.0,2.8865368628541526,4.340874967221316,Arizona State University-Tempe,women
908,12,220101.0,3890.0,66122.0,17.0,220101.0,-0.6965550906839402,-0.043911272153239235,Arizona Western College,men
909,12,219926.0,4681.0,70214.0,15.0,219926.0,-0.6908599524687686,-0.32118186665972126,Arizona Western College,women
920,13,135728.0,1940.0,25222.0,13.0,135728.0,-0.9388619116696078,-0.648046000531536,Arkansas Baptist College,men
921,13,125627.0,1563.0,26566.0,17.0,125627.0,-0.9140395440010138,-0.1015702162139163,Arkansas Baptist College,women
932,13,96588.0,1395.0,18139.0,13.0,96588.0,-0.9826779520408648,-0.6398873719117353,Arkansas State University Mid-South,men
933,13,93909.0,877.0,14917.0,17.0,93909.0,-0.9638795303549637,-0.0924074301265926,Arkansas State University Mid-South,women
938,1,1523524.0,32010.0,448145.0,14.0,1523524.0,1.78855512078891,0.15294254319901518,Arkansas State University-Main Campus,men
939,1,1215377.0,25580.0,358118.0,14.0,1215377.0,1.3438617124678975,0.2363385278290149,Arkansas State University-Main Campus,women
954,4,406566.0,4320.0,99352.0,23.0,406566.0,-0.04034733071022134,1.4460906250824526,Arkansas Tech University,men
955,4,478666.0,5411.0,81165.0,15.0,478666.0,-0.0774541359219646,0.34917396848852755,Arkansas Tech University,women
970,16,14108.0,759.0,9108.0,12.0,14108.0,-1.229780192173255,-1.0253930711910568,Arlington Baptist College,men
971,16,9413.0,492.0,5413.0,11.0,9413.0,-1.2530937676345961,-1.1585570505424263,Arlington Baptist College,women
976,10,162750.0,3980.0,59700.0,15.0,162750.0,-0.6422382438455801,-0.1347099129980168,Asbury University,men
977,10,140848.0,2372.0,37950.0,16.0,140848.0,-0.713736452831184,0.0168473605668033,Asbury University,women
998,4,531920.0,2690.0,75309.0,28.0,531920.0,-0.00045376568442481616,2.1282622774707805,Ashland University,men
999,4,561638.0,10493.0,125916.0,12.0,561638.0,0.12195687333419655,-0.1049135229204095,Ashland University,women
1020,4,698383.0,4618.0,50802.0,11.0,739968.0,-0.051574287544477154,-0.20645670037795708,Assumption College,men
1021,4,739040.0,3966.0,55525.0,14.0,758721.0,-0.01495371009003607,0.20179369765610405,Assumption College,women
1044,12,253651.0,8122.0,97460.0,12.0,253651.0,-0.581229401868424,-0.7576644801753963,Atlanta Metropolitan State College,men
1045,12,257453.0,7983.0,95796.0,12.0,257453.0,-0.5848571599002337,-0.756868711055576,Atlanta Metropolitan State College,women
1050,14,26068.0,980.0,12734.0,13.0,26068.0,-1.0930747749547742,-0.717502920022937,Atlantic Cape Community College,men
1051,14,21878.0,1753.0,10517.0,6.0,21878.0,-1.1453479449901176,-1.6725477117778194,Atlantic Cape Community College,women
1056,1,9632816.0,75933.0,1594593.0,21.0,9900612.0,8.926972081884214,-0.1257341308262158,Auburn University,men
1057,1,4354732.0,40287.0,1047462.0,26.0,280354.0,3.6156580633201316,1.5966645918528208,Auburn University,women
1078,5,409574.0,3556.0,49782.0,14.0,409574.0,-0.2677431060176322,0.14897775763796406,Auburn University at Montgomery,men
1079,5,400761.0,3589.0,43073.0,12.0,400761.0,-0.30000999083915203,-0.12095676067055736,Auburn University at Montgomery,women
1094,6,179110.0,1251.0,27516.0,22.0,179110.0,-0.4578351221458704,1.1875012169554455,Augsburg College,men
1095,6,149286.0,1235.0,18523.0,15.0,149286.0,-0.5518984114872144,0.2408016967966932,Augsburg College,women
1118,5,498927.0,2925.0,46801.0,16.0,501372.0,-0.22013124667961395,0.4167940134219231,Augusta University,men
1119,5,413472.0,1838.0,27566.0,15.0,416029.0,-0.328184228282616,0.298783568996134,Augusta University,women
1132,6,320257.0,5701.0,114023.0,20.0,320257.0,-0.17123881589974024,0.8602197238922181,Augustana College,men
1133,6,207568.0,6662.0,133233.0,20.0,207568.0,-0.18079239718798934,0.8612115183966893,Augustana College,women
1156,4,864804.0,6606.0,171765.0,26.0,864804.0,0.39057519058491946,1.7848899980462136,Augustana University,men
1157,4,718609.0,7496.0,127427.0,17.0,718609.0,0.18488059196688922,0.5779996670237544,Augustana University,women
1176,6,164419.0,807.0,24197.0,30.0,167019.0,-0.40642399802117346,2.2790175357821942,Aurora University,men
1177,6,161010.0,1474.0,26533.0,18.0,161010.0,-0.5006808211622982,0.6444676308527016,Aurora University,women
1206,6,107046.0,2178.0,52271.0,24.0,107046.0,-0.419927186559944,1.4557389966195917,Austin College,men
1207,6,104350.0,2211.0,53059.0,24.0,104350.0,-0.4194413703176579,1.4556425380378402,Austin College,women
1224,2,1347568.0,12612.0,189173.0,15.0,1362961.0,0.8239192232203163,0.3808522957416007,Austin Peay State University,men
1225,2,901387.0,10876.0,152261.0,14.0,914370.0,0.4823311593115998,0.3030723104465513,Austin Peay State University,women
1244,10,328562.0,1830.0,64039.0,35.0,340579.0,-0.41004192953060975,2.579264072940282,Ave Maria University,men
1245,10,197987.0,3673.0,55088.0,15.0,228345.0,-0.6309043375349539,-0.13695291177505742,Ave Maria University,women
1264,6,146341.0,2725.0,54493.0,20.0,146341.0,-0.4200417041772259,0.9049204157071603,Averett University,men
1265,6,118257.0,3321.0,46497.0,14.0,118257.0,-0.4884005691800126,0.090057577458338,Averett University,women
1284,9,335173.0,1914.0,28704.0,15.0,335173.0,-0.588348340124828,-0.04478363734417019,Avila University,men
1285,9,304125.0,1726.0,22440.0,13.0,304125.0,-0.6368811176587107,-0.31143085958267813,Avila University,women
1300,4,808212.0,5858.0,93731.0,16.0,847944.0,0.1444203034986935,0.44771406246643447,Azusa Pacific University,men
1301,4,655711.0,6045.0,90675.0,15.0,676796.0,0.049865758806747346,0.32624503318141157,Azusa Pacific University,women
1322,7,278424.0,5819.0,87290.0,15.0,282433.0,-0.33080069266293766,0.10100960044861307,Babson College,men
1323,7,208009.0,4158.0,66520.0,16.0,228612.0,-0.4243768373572955,0.2562015167810506,Babson College,women
1348,9,427258.0,1082.0,40048.0,37.0,427258.0,-0.33884030274276816,2.939118205409903,Bacone College,men
1349,9,446104.0,1409.0,42281.0,30.0,446104.0,-0.3825577868277714,1.9838592393874108,Bacone College,women
1366,9,392450.0,2747.0,41210.0,15.0,394444.0,-0.5198342833008431,-0.05743901102567634,Baker University,men
1367,9,469263.0,3698.0,62864.0,17.0,471735.0,-0.4065973117998087,0.19759005189788903,Baker University,women
1386,17,179701.0,2830.0,36790.0,13.0,163723.0,-1.1026831030918247,-1.008840972399198,Bakersfield College,men
1387,17,142477.0,1756.0,22828.0,13.0,162336.0,-1.1601897399167096,-0.9984370827328034,Bakersfield College,women
1414,6,215263.0,3746.0,78659.0,21.0,215263.0,-0.31501684330892593,1.0239386416931193,Baldwin Wallace University,men
1415,6,193703.0,2810.0,53384.0,19.0,193703.0,-0.4037333383890201,0.764402065818835,Baldwin Wallace University,women
1438,1,1922864.0,36828.0,552413.0,15.0,1922864.0,2.274901988835736,0.20426154967437943,Ball State University,men
1439,1,2119723.0,22916.0,343743.0,15.0,2119723.0,1.7519609406017373,0.30833453422233875,Ball State University,women
1458,12,184411.0,3566.0,42786.0,12.0,184411.0,-0.8035210666661536,-0.713848926251022,Baltimore City Community College,men
1459,12,204724.0,3357.0,46994.0,14.0,204724.0,-0.7728695231825184,-0.4434460044268874,Baltimore City Community College,women
1464,8,17943.0,1227.0,11041.0,9.0,17943.0,-0.7990495237406974,-0.7361669776004042,Baptist Bible College,men
1465,8,13945.0,614.0,6755.0,11.0,13945.0,-0.8031551710706509,-0.4595568114545548,Baptist Bible College,women
1470,16,33679.0,1035.0,20693.0,20.0,33865.0,-1.1221072598553206,0.056068000256613265,Barclay College,men
1471,16,21887.0,847.0,12708.0,15.0,21887.0,-1.1906373103688086,-0.6196524616086069,Barclay College,women
1480,7,150928.0,3914.0,54789.0,14.0,195633.0,-0.4909996605717836,-0.008100830162087196,Bard College,men
1481,7,104599.0,3734.0,37336.0,10.0,105161.0,-0.5917853004478137,-0.5406275171378183,Bard College,women
1500,5,619287.0,5277.0,100268.0,19.0,619287.0,0.004019651113827156,0.7896372603481088,Barry University,men
1501,5,528915.0,3339.0,53428.0,16.0,528915.0,-0.18539244667472335,0.41048515612353836,Barry University,women
1516,17,80841.0,2184.0,32756.0,15.0,80841.0,-1.154281086812401,-0.7243162115471163,Barstow Community College,men
1517,17,64958.0,3166.0,22160.0,7.0,64958.0,-1.2295410933805708,-1.813914841785609,Barstow Community College,women
1522,5,415863.0,3835.0,69023.0,18.0,428419.0,-0.1900578810417855,0.6860269195253255,Barton College,men
1523,5,383896.0,3464.0,58894.0,17.0,386619.0,-0.24185028513156487,0.5577084418551512,Barton College,women
1542,12,228706.0,1508.0,24132.0,16.0,228706.0,-0.8179059640790579,-0.15854111994751904,Barton County Community College,men
1543,12,180226.0,1312.0,20994.0,16.0,180226.0,-0.8528471319993789,-0.15235701972241464,Barton County Community College,women
1560,6,248397.0,3150.0,56694.0,18.0,284142.0,-0.36355721977526134,0.6188448903078191,Bates College,men
1561,6,209599.0,2957.0,41392.0,14.0,246029.0,-0.4479528438519957,0.08278006816400356,Bates College,women
1592,12,179649.0,3631.0,36307.0,10.0,131159.0,-0.8428434301109127,-0.9816432530389789,Baton Rouge Community College,men
1593,12,185288.0,3686.0,44229.0,12.0,157391.0,-0.8040841249732265,-0.7133374536743751,Baton Rouge Community College,women
1600,1,9097264.0,141436.0,1980103.0,14.0,9097264.0,10.596245406757127,-1.4790818994156771,Baylor University,men
1601,1,7568184.0,60610.0,1878925.0,31.0,7568184.0,7.929813057278386,1.477887888127565,Baylor University,women
1620,6,84244.0,891.0,13363.0,15.0,84464.0,-0.6019949636213746,0.24974876835617774,Becker College,men
1621,6,68422.0,894.0,14308.0,16.0,66048.0,-0.600281647282532,0.387030296255726,Becker College,women
1644,6,219746.0,4058.0,77093.0,19.0,220582.0,-0.32602800071055654,0.750120452409835,Belhaven University,men
1645,6,235605.0,4545.0,77266.0,17.0,235605.0,-0.3247479596687728,0.47398328252561833,Belhaven University,women
1668,5,1238849.0,12836.0,192538.0,15.0,1238849.0,0.6068706873156864,0.12704042709151797,Bellarmine University,men
1669,5,857418.0,8636.0,146812.0,17.0,857418.0,0.2582316760413753,0.46735353920163886,Bellarmine University,women
1690,19,123886.0,4463.0,58017.0,13.0,127239.0,-1.1701085754050287,-1.1936697108703753,Bellevue College,men
1691,19,57786.0,2569.0,28262.0,11.0,57854.0,-1.311881181846399,-1.4423425164655566,Bellevue College,women
1704,10,335564.0,7166.0,100321.0,14.0,372324.0,-0.4184823978646058,-0.3151072597354569,Bellevue University,men
1705,10,296458.0,6040.0,72476.0,12.0,296554.0,-0.5324773391073938,-0.5693489370284176,Bellevue University,women
1716,5,487806.0,3588.0,50231.0,14.0,487806.0,-0.2247028390026936,0.14155632578599808,Belmont Abbey College,men
1717,5,423939.0,2279.0,43309.0,19.0,423939.0,-0.2529083774581779,0.8359619466174935,Belmont Abbey College,women
1748,3,2688559.0,16966.0,237529.0,14.0,2688559.0,1.6413575143861943,0.0006775983915685269,Belmont University,men
1749,3,1647069.0,8147.0,187387.0,23.0,1647069.0,0.8931278934815399,1.3811847669967272,Belmont University,women
1764,6,179556.0,1543.0,29326.0,19.0,117900.0,-0.4889612844448253,0.7812190717878174,Beloit College,men
1765,6,85904.0,1706.0,23882.0,14.0,85904.0,-0.5761214014724436,0.10688984860054866,Beloit College,women
1782,4,395167.0,4673.0,65424.0,14.0,395167.0,-0.1713079640924776,0.22824537049364066,Bemidji State University,men
1783,4,365085.0,3096.0,49537.0,16.0,365085.0,-0.22858208491070076,0.5151767759211956,Bemidji State University,women
1808,4,528030.0,1215.0,20658.0,17.0,528030.0,-0.2184782318307636,0.6527948253370798,Benedict College,men
1809,4,352034.0,447.0,6700.0,15.0,352034.0,-0.3688535258425482,0.40429423223922173,Benedict College,women
1824,9,683507.0,2079.0,37428.0,18.0,683507.0,-0.35860770518806656,0.32845179579763584,Benedictine College,men
1825,9,447321.0,2144.0,34303.0,16.0,447321.0,-0.5058840894402992,0.07844286159799577,Benedictine College,women
1842,6,378595.0,2294.0,130760.0,57.0,416310.0,0.15534787519219453,5.897853972589543,Benedictine University,men
1843,6,343935.0,1907.0,72478.0,38.0,352965.0,-0.13924157551793082,3.333865954053992,Benedictine University,women
1862,4,958414.0,4097.0,57352.0,14.0,964896.0,0.10472412496937736,0.181377481018076,Bentley University,men
1863,4,997306.0,4837.0,67713.0,14.0,998887.0,0.15668751460145497,0.17174407109275114,Bentley University,women
1886,7,153909.0,3052.0,42732.0,14.0,153909.0,-0.5365059391478875,0.0015624057627333216,Berea College,men
1887,7,106977.0,4629.0,50915.0,11.0,106977.0,-0.5408035969191488,-0.41281409977518757,Berea College,women
1904,14,36427.0,1422.0,19903.0,14.0,36427.0,-1.0575986295887647,-0.5865458700077552,Bergen Community College,men
1905,14,37631.0,2148.0,19333.0,9.0,37631.0,-1.087207530189016,-1.2703399331821088,Bergen Community College,women
1918,8,158999.0,8094.0,129499.0,16.0,158999.0,-0.3267710138531968,0.13904764455897886,Berkeley College-New York,men
1919,8,112150.0,7971.0,95649.0,12.0,112150.0,-0.4413229121876474,-0.3932983445363018,Berkeley College-New York,women
1930,6,197365.0,3132.0,59517.0,19.0,208919.0,-0.38288311172175316,0.7603516544892048,Berry College,men
1931,6,224752.0,3689.0,66399.0,18.0,228357.0,-0.3562532251874611,0.6178015268540382,Berry College,women
1958,6,140568.0,1687.0,25298.0,15.0,140568.0,-0.5361509893266911,0.23763333605936746,Bethany College,men
1959,6,93237.0,1329.0,18605.0,14.0,93237.0,-0.5886721328900373,0.10945897857358487,Bethany College,women
1984,10,897585.0,831.0,47361.0,57.0,897585.0,0.04564252293937055,5.526377936227284,Bethany College,men
1985,10,494106.0,1048.0,32500.0,31.0,494106.0,-0.42584959408007594,2.031764027738371,Bethany College,women
2008,7,100274.0,1900.0,30395.0,16.0,103062.0,-0.590712161070004,0.2872716932325743,Bethany Lutheran College,men
2009,7,70521.0,1799.0,28777.0,16.0,71869.0,-0.611564015689344,0.29097592536167527,Bethany Lutheran College,women
2030,10,474216.0,6325.0,101194.0,16.0,483496.0,-0.3501308650768302,-0.04952933761872944,Bethel College-Indiana,men
2031,10,244193.0,3190.0,44666.0,14.0,246761.0,-0.6479052167303205,-0.2706647743409774,Bethel College-Indiana,women
2046,10,263676.0,1060.0,23317.0,22.0,275584.0,-0.6422499890146149,0.8308220506630397,Bethel College-North Newton,men
2047,10,136792.0,1457.0,23317.0,16.0,140220.0,-0.7577933166651627,0.025216431741930913,Bethel College-North Newton,women
2068,6,208860.0,1596.0,35107.0,22.0,208860.0,-0.42287155651598535,1.1813180399400494,Bethel University,men
2069,6,123482.0,1836.0,34885.0,19.0,123482.0,-0.4907920610336894,0.7800682043059043,Bethel University,women
2092,9,566726.0,3295.0,121907.0,37.0,566726.0,-0.09302501998768962,2.898125522185957,Bethel University,men
2093,9,431139.0,3898.0,97458.0,25.0,431139.0,-0.29803655748441715,1.2807535546658688,Bethel University,women
2114,15,86630.0,994.0,25850.0,26.0,86630.0,-0.9766197642270058,0.9533772595835499,Bethesda University,men
2115,15,82785.0,2295.0,32130.0,14.0,82785.0,-1.0501528398494608,-0.6858317384649526,Bethesda University,women
2120,2,1080842.0,23925.0,358881.0,15.0,1080842.0,1.1891661697249396,0.30683131562564164,Bethune-Cookman University,men
2121,2,1133549.0,53549.0,749683.0,14.0,1133549.0,2.4657661715492565,-0.08404414003366369,Bethune-Cookman University,women
2142,19,69462.0,3358.0,36935.0,11.0,69462.0,-1.2747393312371527,-1.449753379274971,Big Bend Community College,men
2143,19,66986.0,2415.0,31396.0,13.0,70613.0,-1.2867069882155944,-1.1712636752518963,Big Bend Community College,women
2150,5,661653.0,5734.0,80269.0,14.0,679354.0,-0.03474985638407145,0.10623632209639287,Biola University,men
2151,5,463208.0,5587.0,78214.0,14.0,468126.0,-0.14950381117195444,0.12635007237999035,Biola University,women
2174,6,223759.0,3747.0,101156.0,27.0,223759.0,-0.2219725913935603,1.834345912546251,Birmingham Southern College,men
2175,6,180773.0,4628.0,83302.0,18.0,180773.0,-0.3339044751343264,0.6132729640729989,Birmingham Southern College,women
2194,12,231786.0,1711.0,34220.0,20.0,231786.0,-0.7598317008788413,0.38163397169212054,Bishop State Community College,men
2195,12,160550.0,1963.0,37295.0,19.0,160550.0,-0.7966417767674658,0.2501792025013911,Bishop State Community College,women
2200,12,93103.0,2363.0,35445.0,15.0,93103.0,-0.8629585132389195,-0.2892600158101807,Bismarck State College,men
2201,12,116572.0,1910.0,28650.0,15.0,116572.0,-0.8709066302246412,-0.28742944252724173,Bismarck State College,women
